BICUBIC, HR, LapSRN, SelfExSR, SRCNN, SRGAN, srresnet, swt, VDSR, 
29.6645658, 40.2702460, 32.6316920, 31.8902494, 31.1747144, 31.2297725, 33.2366551, 33.5832870, 32.4672603, 
